Name,Country,Status,Formed In,Genre,Theme,Active,Spotify Popularity,Total Followers On Spotify
Postmortem Twitch,United States,Split-up,2002,Death Metal,Feces| Gore| Sex,2002-2009,0,0
Pottiin,France,Active,2006,Death Metal,Unknown,2006-present,0,0
Poultry Death,United States,Split-up,1989,Death Metal,Sex| Violence| Poultry| Humour| Heavy/Death Metal Parody,1989-2011,0,0
Pourriture,Indonesia,Active,2011,Death Metal,Dominion| Decay| Era of insanity| Building system,2011-present,0,0
Power Plague,United States,Split-up,n,Death Metal,Unknown,,0,0
Powerdrive,Bulgaria,Split-up,1992,Death Metal,Unknown,1992-?,0,0
Pragmatik,Ukraine,Active,n,Death Metal,Unknown,,0,0
Pray,Venezuela,Active,2007,Death Metal,Death| Gore,2007-present,0,0
Prayed and Betrayed,Finland,Active,2012,Death Metal,Anti-Religion| Mankind| Morality| Social issues,2012-present,0,0
Praying for Suicide Tragedy,Indonesia,Changed name,2009,Death Metal,Misdirection| Satanism| Occultism| Confidence,2009-2013| 2013-? (as Nebuchanezzar),0,0
Preceptor,Brazil,Active,2004,Death Metal,Anti-dogmatism| Anti-religion| Social Issues,2004-present,0,0
Precleanse,Venezuela,Split-up,2009,Death Metal,Unknown,2009-2013,0,0
Predator,Brazil,Active,1996,Death Metal,Violence| Brutality,1996-present,0,0
Predatoria,Belgium,Active,2004,Death Metal,War,2004-present,0,120
Predatorial,United States,Active,2006,Death Metal,Violence| Destruction| War,2006-present,0,0
Predators,Indonesia,Unknown,2012,Death Metal,Unknown,2012-?,0,0
Predatory,Singapore,Active,2002,Death Metal,Spirituality| Life,2002-present,0,0
Preferred Member,United States,Unknown,1999,Death Metal,Sex| Death| Perversion,1999-?,0,0
Premithon,United Kingdom,Split-up,2004,Death Metal,Death| Gore,2004-2007,0,0
Premonition,Macedonia (FYROM),Split-up,2004,Death Metal,Heathen and Philosophical Themes,2004-?,0,0
Preprophecy,Finland,Changed name,1992,Death Metal,Unknown,1992-1996| 1996-? (as Ravensfall)| ?-? (as Cryhavoc),0,0
Pretorius,United States,Split-up,2005,Death Metal,Horror| Gore| Murder| Satan| Anti-Christian,2005-2007,0,0
Prevail,Denmark,Active,2009,Death Metal,Unknown,2009-present,0,0
Pribumi,Malaysia,Active,n,Death Metal,Unknown,,0,0
Price of Death,Russia,Active,2011,Death Metal,Unknown,2011-present,0,0
Prima-Nocte,Netherlands,Split-up,2000,Death Metal,Gore,2000-2011,0,0
Primal Instincts,Bolivia,Active,2006,Death Metal,Unknown,2006-present,0,0
Primal Rage,Brazil,Changed name,1993,Death Metal,Unknown,1989-1992 (as Khranial)| 1992-1993 (as Ancestor)| 1993-1999| 2014-present (as Khranial),0,0
Primary Target,Finland,Active,2011,Death Metal,Unknown,2011-present,0,0
Primate,United States,Active,1999,Death Metal,Death| Anti-Humanity,? (as Gorilla Warfare)| 1999-present,0,0
Prime Evil,Russia,Split-up,n,Death Metal,Unknown,,0,0
Prime Object,Turkey,Active,2001,Death Metal,Unknown,2001-present,0,0
Primitiv,India,Active,2013,Death Metal,Science Fiction| Dystopia| Fantasy,2013-present,0,0
Primitive Instinct,Canada,Active,2005,Death Metal,Prehistory| Gore| Aboriginal Cultures| Religion,2005-present,0,0
Primitive Noise,Spain,Split-up,1989,Death Metal,Unknown,1989-?,0,0
Primitive Symphony,Sweden,Split-up,1992,Death Metal,Anti-Christianity| Satanism| Evil| Darkness| Death,1992-?,0,0
Primordium,Brazil,Active,1999,Death Metal,Egyptian Mysticism,1999-present,0,0
Primordius,United States,Active,2008,Death Metal,Prehistory| Nature,2008-present,0,0
Prion,Argentina,Active,1994,Death Metal,Death| War| Social,1994-present,0,0
Prisoner of War,New Zealand,On hold,2013,Death Metal,Unknown,2013-2015,0,0
Pro-Fé-Cia,United States,Active,1999,Death Metal,Politics| Society,1999-present,0,0
Process of Elimination,Poland,Split-up,n,Death Metal,Unknown,,0,0
Procession,Germany,Split-up,1991,Death Metal,Unknown,1991-?,0,0
Proclamus,Brazil,Active,2003,Death Metal,Christianity,2003-present,0,0
Procreation,Canada,Split-up,1989,Death Metal,Satanism,1989-?,1,56
Procreation,Netherlands,Active,2012,Death Metal,Evil,2012-present,1,56
Procreation,Sweden,Split-up,1989,Death Metal,Darkness| Evil,1989-?,1,56
Procreation,United States,Split-up,n,Death Metal,Gore| Death,,1,56
Profanacion,Argentina,Active,1995,Death Metal,Brutality| Massacre| Death,?-1995 (as Brutalidad)| 1995-1999| 2009-present,0,0
Profanación,Colombia,Split-up,1984,Death Metal,Oppression| War| Social Issues,1984-1985 (as Molotov)| 1985-1988,0,28
Profanal,Italy,Active,2005,Death Metal,Death| Oppression| Obscurity,2005-present,0,0
Profanation,Argentina,Active,n,Death Metal,War| Blasphemy,,0,371
Profanation,Singapore,Active,1992,Death Metal,Sorrow| Death| Despair,1992-present,0,371
Profane,Netherlands,Active,1989,Death Metal,Psychology| Lunacy,1989-present,0,0
Profane,Portugal,Unknown,1994,Death Metal,Unknown,1994-?,0,0
Profane Creation,Malaysia,Split-up,1991,Death Metal,Occultism| Profane Prophecies,1991-2012,0,0
Profane Order,Canada,Active,2015,Death Metal,Unknown,2015-present,10,2537
Profaner,Chile,Active,2003,Death Metal,Blasphemy| Occultism| Death,2003-present,0,0
Profaner,Peru,Active,2005,Death Metal,Death| afterlife| undead,2005-2007 (as Bestial Death)| 2007-present,0,0
Profanity,Germany,Active,1993,Death Metal,Unknown,1993-present,24,1594
Profanum,Mexico,Split-up,1988,Death Metal,Blasphemy| Death| Alcohol| Satan| Sex,1988-?,0,0
Profondo Rosso,Italy,Unknown,2000,Death Metal,Unknown,2000-?,0,0
Profugus,Poland,Split-up,1998,Death Metal,Unknown,1998-?,0,0
Progeria,Germany,Split-up,1993,Death Metal,Death| Society,1993-?,0,0
Progeria,Romania,Active,1994,Death Metal,Evilness| Religion,1994-present,0,0
Progressive Death Procedure,United Kingdom,Unknown,2002,Death Metal,Politics| Sociological| Mysticism| Science Fiction,2002-?,0,0
Progressor,Poland,Split-up,1987,Death Metal,Unknown,1987-?,0,0
Prohibitory,Mexico,Active,1990,Death Metal,Gore| Insanity,1990-present,0,0
Project Massacre,Estonia,Split-up,2004,Death Metal,Unknown,2004-2012,0,0
Projectile Disembowelment,Singapore,Active,n,Death Metal,Unknown,,0,0
Promethean Parallax,United States,Active,2014,Death Metal,Anti-Religion,2014-present,0,0
Prometherion,Indonesia,Active,2016,Death Metal,Unknown,2016-present,0,0
Promisqes,United States,Split-up,1995,Death Metal,Satanic,1995-?,0,0
Proper Burial,United States,Split-up,n,Death Metal,Gore| Sadism| Medical Topics,,0,0
Prophanator,Brazil,Split-up,n,Death Metal,Anti-Christianity,,0,0
Prophecies,Brazil,Split-up,2007,Death Metal,Christianity,2007-2011,0,0
Prophecy,Canada,Split-up,1987,Death Metal,Death| The Afterlife,1987-?,0,0
Prophecy,United States,Split-up,n,Death Metal,Death| decay,,0,0
Prophecy,United States,Active,1991,Death Metal,Gore| Death| Cannibalism| The Texas Scene,1991-present,0,0
Prophecy of Death,Greece,Split-up,1991,Death Metal,Unknown,1991-?,0,0
Prophecy of Death,Portugal,Active,1993,Death Metal,Unknown,1993 (as Mistirieus)| 1993-2001| 2008-present,0,0
Prophecy of Kaos,Australia,Active,n,Death Metal,Hate,,0,0
Prophetic Scourge,France,Active,n,Death Metal,Unknown,,5,252
Prosapia,Argentina,Split-up,1997,Death Metal,Unknown,1997-2003,0,0
Prosectorium,Poland,Split-up,1992,Death Metal,Pain| fear| suffering.,1992-?,0,0
Prosektor,Poland,Split-up,2001,Death Metal,Unknown,2001-?,0,0
Proserphine,Sweden,Split-up,n,Death Metal,Unknown,,0,0
Prosopagnosia,Ukraine,Active,2009,Death Metal,Genetic| Evolution| Existence,2009-present,0,0
Prosthesis,United States,Split-up,n,Death Metal,Anti-religion| Life| Death,,0,0
Protest,Romania,Split-up,1993,Death Metal,Society,1993-?,0,0
Proteus,Russia,Split-up,1991,Death Metal,Unknown,1991 (as Necrofessor)| 1991-?,0,0
Pseudostratiffied Epithelium,Costa Rica,Active,1992,Death Metal,Death| Gore| Perversity (early)| Mythology (later),1992-present,0,0
Psicodeath,Brazil,Active,1990,Death Metal,Death,1990-present,0,0
Psicoses,Brazil,Unknown,n,Death Metal,Unknown,,0,0
Psicosis,Argentina,Split-up,1999,Death Metal,Unknown,1999-?,0,5
Psoriasis,Belgium,Split-up,1992,Death Metal,Death| Gore,1992-?,0,0
Psoriasis,France,Split-up,2000,Death Metal,Death| Splatter| Perversion,2000-?,0,0
Psoriasis,United States,Split-up,1991,Death Metal,Death and gore,1991-?,0,0
Psy-War,Costa Rica,Split-up,1991,Death Metal,Psychics| Schizophrenia| Suicide,1991-?,0,0
Psychasthenia,Canada,Split-up,n,Death Metal,Unknown,? (as C-War)| ?-?,0,0
Psychic Crush,Greece,Changed name,1988,Death Metal,Unknown,1988-1992| 1992-1995 (as Vorphalack)| 1995 (as Stoned Forest)| 1995-present (as Vorphalack),0,0
Psychic Pawn,United States,Split-up,1989,Death Metal,Ancient Ones| Mythology| Surrealism,1989-?,0,0
Psycho,Singapore,Active,n,Death Metal,Horror,2005-? (as Psychotherapy)| ?-present,0,0
Psycho Bitch,United States,Split-up,1993,Death Metal,Sarcasm| Violence,1993-?,0,0
Psycho Killer,Bolivia,Active,2009,Death Metal,Chaos| Death| Destruction,2009-present,0,0
Psychoaggression,Italy,Split-up,n,Death Metal,Unknown,,0,0
Psychoanalysis,United Kingdom,Split-up,2005,Death Metal,Philosophy| War| Politics,2005-2011,0,0
Psychomorphis,Denmark,Active,2014,Death Metal,Cthulhu Mythos,2014-present,0,0
Psychomorphosis,Colombia,Active,2012,Death Metal,Duality| Transformation| Evolution and Involution of Human mind,2012-present,0,0
Psychoneurosis,Brazil,Split-up,1993,Death Metal,Insanity| War| Anti-Religion,1993-?,0,0
Psychorrhexis,United States,Split-up,1991,Death Metal,Death,1991-?,0,0
Psychosis,Russia,Active,n,Death Metal,Philosophy| Abstract themes,,0,0
Psychosis,United States,Changed name,1988,Death Metal,Insanity| Religion| Horror| Death,1988-1993| 1993-present (as Mass Psychosis),0,0
Psychosis,United States,Split-up,n,Death Metal,Unknown,,0,0
Psychotic Disorder,Mexico,Active,2010,Death Metal,Unknown,2010-present,0,0
Psychrist,Australia,Active,1992,Death Metal,Satanism| Anti-Christianity| Damnation| Disgust,1992-2003| 2013-present,0,86
Psyclown,Argentina,Active,2005,Death Metal,Unknown,2005-present,0,0
Psyconic Excess,Sweden,Split-up,1993,Death Metal,Unknown,1993-?,0,0
Psycotic Lullaby,Germany,Unknown,2003,Death Metal,Unknown,2003-?,0,0
Psyderia,France,Split-up,2007,Death Metal,Unknown,2007-2010,0,0
Psygen,Italy,Split-up,n,Death Metal,Unknown,,0,0
Psyk-O-Path,Canada,Split-up,n,Death Metal,Unknown,,0,0
Psykotribe,United States,Active,2013,Death Metal,Unknown,2013-present,0,0
Psysis,France,Split-up,2005,Death Metal,Pain| Hate| Life,2005-?,0,0
Public Grave,Germany,Active,2008,Death Metal,Unknown,2008-present,0,0
Puercos,Mexico,Active,2003,Death Metal,Violence| Death| Drugs| Social Issues,2003-present,0,0
Pugnacious,Canada,Split-up,1994,Death Metal,Death| Violence| Insanity,1994-?,0,0
Pugnacity,Denmark,Split-up,1990,Death Metal,Unknown,1990-?,0,0
Puke Bath,Denmark,Split-up,1994,Death Metal,Unknown,1994-1996,0,0
Puki 'Mahlu,Poland,Active,n,Death Metal,Unknown,,0,0
Pulmonary Embolism,United States,Active,2012,Death Metal,Unknown,2012-present,0,0
Pulmons Negres,Spain,Split-up,1990,Death Metal,Social Conflicts,1990-?,0,56
Pulverized,Chile,Active,2006,Death Metal,Blasphemy| Anti-religion| Death,2006-present,0,26
Pulverized,Mexico,Split-up,2000,Death Metal,Alcohol| Metal| Kicking Asses,2000-?,0,26
Pulverized,United Kingdom,Split-up,2001,Death Metal,Unknown,2001-2005,0,26
Pulverized Emotions,Italy,Split-up,2001,Death Metal,Unknown,2001-2003| 2003-2008,0,0
Pulverizer,Finland,Unknown,2006,Death Metal,Unknown,2006-?,0,0
Pulverizer,Indonesia,Active,2008,Death Metal,Unknown,2008-present,0,0
Pulverizer,Netherlands,Split-up,1991,Death Metal,Death| Killing| Hell,1991-2001,0,0
Punahranah,Malaysia,Active,2008,Death Metal,Killing| Pathology,2008-present,0,0
Pungent Stench,Austria,Disputed,1988,Death Metal,Perversion| Molestation| Depravity| Gore| Sick Humour,1988-1995| 2001-2007| 2013-? (as The Church of Pungent Stench)| ?-present (as Schirenc Plays Pungent Stench),31,29687
Punished,Mexico,Active,2016,Death Metal,Loss,2016-present,0,0
Punisher,Australia,Split-up,2000,Death Metal,Unknown,2000-?,0,0
Punishment,Czech Republic,Split-up,n,Death Metal,Unknown,,0,0
Punishment,Germany,Split-up,1993,Death Metal,Unknown,1991-1993 (as Obscure)| 1993-?,0,0
Pure Assault,Italy,Active,2005,Death Metal,Unknown,2005-present,0,0
Pure Chaos,United States,Split-up,n,Death Metal,Death| Anti-Christian| Violence| Gore,,0,0
Pure Hate,Brazil,Split-up,2008,Death Metal,Hypocrisy| Hate| Anti-Christianity,2008-2012,0,0
Purgamentum,Sweden,Split-up,2002,Death Metal,Unknown,2002-2004,0,0
Purgation,India,Active,2010,Death Metal,Morbidity| Against the Society,2010-present,0,0
Purgatoire,Canada,Active,n,Death Metal,Unknown,,0,0
Purgatory,Brazil,Split-up,1995,Death Metal,Atheism| Death| Chaos| Anti-Religion,1995-2004,12,597
Purgatory,Chile,Split-up,1990,Death Metal,Unknown,1990-?,12,597
Purgatory,Germany,Active,1993,Death Metal,Hatred| Revenge| Darkness| Horror| Satanism,1993-present,12,597
Purgatory,Poland,Split-up,n,Death Metal,Unknown,,12,597
Purgatory,United States,Split-up,2002,Death Metal,Revolution| War,2002-?,12,597
Purgatory Unleashed,France,Active,2014,Death Metal,Death,2014-present,0,0
Purge,France,Active,2000,Death Metal,Death| Destruction| Torture| Submission| Hate| War,2000-present,0,0
Purge the Arbitrator,Malaysia,Active,2010,Death Metal,Unknown,2010-present,0,0
Purgorified,France,Active,2000,Death Metal,Zombies| Gore| Cannibalism,? (as Die in Silence)| 2000-present,0,0
Purification,Germany,Active,n,Death Metal,Unknown,,0,0
Purity,Czech Republic,Active,n,Death Metal,Unknown,,0,0
Purpose,Finland,Split-up,2009,Death Metal,Unknown,2009-2012,0,0
Purtenance,Finland,Active,1991,Death Metal,Hate| Suffering| Emotions,1989-1991 (as Purtenance Avulsion)| 1991-1992| 2012-present,16,8584
Purtenance Avulsion,Finland,Changed name,1989,Death Metal,Unknown,1989-1991| 1991-1992 (as Purtenance)| 2012-present (as Purtenance),0,0
Purulence,Brazil,Split-up,1992,Death Metal,Gore| Ignorance,1992-?,11,1490
Purulence,Canada,Split-up,1990,Death Metal,Gore| Death,1990-1993,11,1490
Purulent Mutation,Chile,Active,2014,Death Metal,Gore| Murder| Rape,2014-present,0,0
Purulent Putrefaction,France,Split-up,2004,Death Metal,Unknown,2004-?,0,0
Purulent Rites,Hungary,Active,2012,Death Metal,Satanism| Murder| Mutilation,2012-present,0,0
Pus,United States,Split-up,n,Death Metal,Unknown,,0,0
Pushing Device,Norway,On hold,2007,Death Metal,Unknown,2007-2013,0,0
Pushing Onwards,Hungary,Active,2006,Death Metal,Indo-European traditions,2006-present,0,0
Pussed,Spain,Active,1993,Death Metal,Psychology| Philosophy,1993-1997| 2011-present,0,0
Pustulated,Switzerland,Split-up,1991,Death Metal,Unknown,1991-?,8,2796
Puteraeon,Sweden,Active,2008,Death Metal,Death| Zombies| Cthulhu Mythos| Horror,2008-present,10,3059
Putrefact,Mexico,Active,2012,Death Metal,Death| Darkness| Horror,2012-present,0,0
Putrefaction,Brazil,Active,1999,Death Metal,War| Death| Insanity| Gore,1999-present,1,305
Putrefaction,Canada,Split-up,1992,Death Metal,Unknown,1992-1998,1,305
Putrefaction,Germany,Split-up,2000,Death Metal,Unknown,2000-?,1,305
Putrefaction,Germany,Active,2010,Death Metal,Gore| Horror| Blasphemy,2010-present,1,305
Putrefaction,Indonesia,Active,n,Death Metal,Unknown,,1,305
Putrefaction,Poland,Split-up,1991,Death Metal,Darkness| Suffering| Obscure Visions,1991-?,1,305
Putrefaction,Romania,Split-up,1993,Death Metal,Gore| Insanity,1993-?,1,305
Putrefaction,Sweden,Split-up,1989,Death Metal,Gore,1989,1,305
Putrefaction,United States,Unknown,2004,Death Metal,Unknown,2004-?,1,305
Putrefactive,Chile,Active,2006,Death Metal,Unknown,2006-present,0,0
Putrefactor,France,Split-up,1989,Death Metal,Blasphemy| Satanic| Sickness,1989-?,0,0
Putrefactor,United States,Active,1998,Death Metal,Unknown,1998-present,0,0
Putrefação C.M.,Brazil,Active,2003,Death Metal,Philosophy| Occultism| Medieval Themes| War,2003-present,0,0
Putrefied,Netherlands,Split-up,1998,Death Metal,Gore| Guts| Blood| Death,1998-2011,1,462
Putrefied Genitalia,Greece,Split-up,2002,Death Metal,Gore| Perversion| Death,2002-?,0,0
Putrescence,France,Split-up,1991,Death Metal,Unknown,1991-?,0,0
Putrescin,Germany,Split-up,n,Death Metal,Unknown,,0,0
Putrevore,International,Active,2007,Death Metal,Gore| Horror,2004-2007 (as Deadbreath)| 2007-present,3,837
Putricid,Canada,Split-up,1990,Death Metal,Unknown,1990-1994,0,0
Putrid,Finland,Changed name,1990,Death Metal,Gore| Dead Bodies| Anti-religious,1990-1991| 1991-2002 (as God Forsaken),0,54
Putrid,Sweden,Unknown,2008,Death Metal,Death| The Dead,2008-?,0,54
Putrid Abscess,United States,Split-up,2007,Death Metal,Death| Mutilation| VIolence,2007-?,0,0
Putrid Collector,Ukraine,Active,2012,Death Metal,Gore| Torture| Murder| Serial Killers| Sociopathy| Anti-Humanism,2012-present,0,0
Putrid Evil,Poland,Active,2013,Death Metal,Gore,2013-present,0,0
Putrid Evocation,Chile,Active,2011,Death Metal,Death| Evil| Gore| Anti-Christianity| Obscurity,2011-present,0,0
Putrid Gore,Brazil,On hold,2006,Death Metal,Splatter| Gore| Death,2006-2014,0,0
Putrid Mass,United States,Split-up,1992,Death Metal,Horror| Gore| Medicine,1992-?,0,0
Putrid Semen,Brazil,Active,2008,Death Metal,Gore| Death,2008-present,0,0
Putrid Skull,Chile,Active,2005,Death Metal,Death| Destruction| Hate,2005-present,0,0
Putrid Yell,Chile,Active,2009,Death Metal,Death| Gore| Murder| Horror| Pain| Nihilism,2009-present,0,0
Putrified,Sweden,Active,2010,Death Metal,Morbidity| Gore (early)| Spiritual Death| Worship & Misanthropy (later),2010-present,0,0
Putrilage,United States,Split-up,1999,Death Metal,Sickness,1999-2003| 2007-2008,0,0
Putrisect,United States,Active,2013,Death Metal,Death| Chaos| Violence,2013-present,0,0
Putrocorpse,Italy,Split-up,n,Death Metal,Unknown,,0,0
Puzzle Head,United States,Split-up,n,Death Metal,Unknown,,0,0
Pyathrosis,Netherlands,Split-up,1989,Death Metal,Death| Hell| Darkness| Suffering,1989-?,0,0
Pyometra,Germany,Split-up,2002,Death Metal,Gore| Splatter| Serial killers,?-2002 (as Viscera)| 2002-2014,0,0
Pyosisified,Mexico,Active,1994,Death Metal,Gore,1992-1994 (as Morgue)| 1994-present,0,0
Pyphomgertum,Mexico,Active,1992,Death Metal,Gore| Anti-Satanism,1991-1992 (as Anacreon)| 1992-1999| 2014-present,0,0
Pyre,Russia,Active,2011,Death Metal,Disease| Gore| Blasphemy,2011-present,3,745
Pyrithion,United States,On hold,2012,Death Metal,Dark Side of Philosophy| Psychology| Life| Society,2012-2013,0,0
Pyron,Malaysia,Active,1996,Death Metal,Unknown,1996-present,0,0
Pyrrah,Canada,Split-up,2005,Death Metal,Death| Gore| Greek mythology,2005-2012,0,0
Póstuma Aniquilación,Argentina,Active,1994,Death Metal,War| Homicides| Lovecrafts stories| Massive deaths,1994-1998| 2010-present,0,0
Qrixkuor,United Kingdom,Active,2011,Death Metal,Occultism| Death,2011-present,6,2882
Quell the Skies,Finland,Changed name,n,Death Metal,Unknown,?-2008| 2008-2013 (as Unsphered)| 2013-present (as Whodecided?),0,0
Question,Mexico,Active,2010,Death Metal,Life & Death| Misery| Blasphemy| Dusk| Band Philosophy,2010-present,0,0
QuetzalQoatl,Russia,Active,2011,Death Metal,Unknown,2011-present,0,0
Quijote,Spain,Unknown,2007,Death Metal,Hate| Gore,2007-?,0,0
Quiromancia,Colombia,Split-up,n,Death Metal,Death| violence,,0,0
Quorthon,New Zealand,Split-up,n,Death Metal,Unknown,,0,0
Qupram,Italy,Unknown,2011,Death Metal,Unknown,2011-?,0,0
Qusayu,United States,Split-up,1997,Death Metal,Unknown,1997-?,0,0
R'lyeh,Mexico,Active,1991,Death Metal,H. P. Lovecraft| Cthulhu,1991-present,2,285
R.A.I.C.E.S.,Mexico,Unknown,1997,Death Metal,Prehispanic Cultures,1997-?,0,0
R.A.I.D.,Ukraine,Split-up,n,Death Metal,Unknown,,0,0
R.A.Z.,France,Split-up,2003,Death Metal,Darkness,2003-2015,0,0
R.U. Dead?,Germany,Split-up,1989,Death Metal,Death| Killing,1989-1992| 1994-1998,0,0
Ra-Kish,Germany,Active,2004,Death Metal,Unknown,2004-present,0,0
Raaz,United States,On hold,2010,Death Metal,Cosmos| Philosophy| Occult,2010-present,0,0
Rabhas,Italy,Active,2010,Death Metal,Madness| Insanity| Decay,2010-present,0,0
